description,fav_number,sidebar_color,tweet_count,name,gender
3.0,3,white,3,smizz,1
3.0,0,other,0,angie48534918,1
3.0,0,blue,0,techcheckrepair,0
3.0,3,other,3,JakeElman,0
0.0,3,other,3,Madelineh28,1
0.0,0,blue,0,NotNuttyKarl,1
3.0,1,white,1,Adrien_RG,0
0.0,2,other,0,ClemsonJohn,0
1.0,1,other,1,movieskink,1
2.0,2,other,1,Shady1277,0
1.0,2,blue,1,ilovegiraffes_,1
3.0,3,white,3,oddbennett,0
3.0,1,blue,0,LmarieAsad,1
3.0,0,other,2,AliciaVRuiz,1
1.0,3,other,3,KingClay__,0
3.0,3,other,3,thepanda_karina,1
1.0,3,other,1,sh4nnonmiller,1
0.0,0,blue,3,Ayu7sith4,1
1.0,3,white,2,DrRockt0pus,0
1.0,0,blue,0,buomar94,0
1.0,1,blue,1,mill_isit,1
0.0,2,blue,2,Mydickboyyy,1
3.0,0,blue,3,ArdithBordonaro,1
2.0,0,blue,0,spikenewlyn,0
0.0,2,white,3,fuckgivenchy,0
3.0,0,other,1,mickbk,0
0.0,1,white,0,rorylitwin,0
3.0,0,blue,2,DianaTsang1,1
3.0,0,blue,3,iSpeak9ja,1
0.0,3,white,2,downeysmile,0
3.0,0,white,3,kilpatrickeolue,1
0.0,3,white,3,POWERPUFFBROOKE,1
1.0,3,other,3,mirakyun,0
3.0,3,blue,3,kayadfi,1
2.0,0,other,2,6SEISS6,1
1.0,3,blue,3,lesatorr,0
1.0,3,white,3,babisofia,1
3.0,3,other,3,SouthAfricanEQ,1
3.0,0,other,3,Aethylred,0
0.0,2,other,1,yananues,1
1.0,2,white,2,constanshow,1
2.0,3,other,3,coloredcharms,0
3.0,0,other,0,ponder76,1
3.0,0,other,3,msrainerain,1
2.0,1,blue,0,LouanneGaffe,1
3.0,1,white,1,jenkoons,1
3.0,1,other,1,colltreese,1
2.0,0,other,1,RoastmeisterLLC,0
3.0,0,blue,3,TomOrr777,0
0.0,1,other,3,_paassiioonn,1
2.0,3,other,3,bIuesavages,0
0.0,0,other,0,jessicayounis,1
0.0,3,blue,3,_ThatkidZach,0
3.0,0,other,3,PennTweetz,0
2.0,2,other,3,RetiredTeacherD,0
2.0,0,blue,3,Kingabdul07,0
3.0,1,white,2,dam3_un_beso,1
0.0,3,white,3,kweenaj_____,1
2.0,0,other,0,JLJ167,0
0.0,2,blue,1,ellpennerz,1
1.0,2,other,1,dirthelmet,0
0.0,2,white,1,brxwnlouise,1
3.0,1,blue,3,TerryNova_,1
1.0,1,white,3,TMT_French,1
2.0,1,other,3,NaughtyBeyotch,1
2.0,2,other,2,briteveprice,1
3.0,0,other,0,SteidlSteinberg,0
3.0,1,blue,0,CristyMandy,1
2.0,0,white,3,clrdougherty,0
0.0,0,other,3,TexasCruzn,0
3.0,3,other,1,taylorsuggxxxxx,0
2.0,3,white,3,bambamschoker,0
3.0,1,blue,1,OnLocationEd,0
2.0,3,other,1,PegueroM,1
3.0,2,other,0,sydeischens,1
3.0,3,other,2,martmns,1
2.0,3,other,3,SpaceGodfather,0
1.0,1,other,0,ReggieThompson1,0
2.0,0,blue,0,Ashlee35900,1
0.0,3,white,2,cxntlaura,1
3.0,0,white,3,KevinWGrossman,0
0.0,3,white,3,blaaaakey,1
0.0,3,other,3,noragamis,1
1.0,0,other,0,ATriptoArete,1
1.0,0,white,0,TFYouWant,0
2.0,2,other,3,TheBrandonShire,0
0.0,3,other,2,bob_ide,0
3.0,3,other,2,AdrianaDuji,1
1.0,3,blue,3,Samkrazzzy,0
3.0,1,white,1,StephenLockPA,0
3.0,0,blue,1,Kris_Knox,0
0.0,1,blue,1,andymather88,0
3.0,1,white,3,inGagasHeart,1
3.0,2,blue,3,iAm_Makhubu,0
2.0,1,blue,1,P_Kindilien,1
3.0,0,other,0,Varsha_Nair_,1
1.0,0,other,0,iamgabbalitaan,0
1.0,3,blue,3,ruhtyt,1
3.0,0,blue,0,Jazzy0_8,0
2.0,3,blue,2,AltarOfTheCowl,0
1.0,1,other,2,too_blunted23,1
2.0,2,blue,0,bretmulligan,0
2.0,0,blue,0,Y2k87_,0
3.0,1,other,1,BobKnightTweet,0
2.0,3,blue,2,scandaryl,1
1.0,2,blue,0,oliviamockford_,1
0.0,3,white,3,sighs4l,1
0.0,3,blue,1,micewithcigars,1
2.0,2,blue,1,TheBigBunBun,0
1.0,2,white,1,rooksfeather,1
1.0,1,other,3,dxniellejean,1
1.0,3,other,2,_azieyazieyzah,1
1.0,1,white,1,LeeAdamWilshier,0
3.0,3,white,2,JaclynAnneD,1
3.0,1,blue,3,KingJique,0
3.0,0,white,3,LanitaWildey,0
3.0,3,other,3,WesleyLowery,0
2.0,2,blue,2,Speratti1D,0
1.0,3,blue,3,oceantay,1
1.0,1,other,3,3IRIS6Miranda19,1
1.0,0,blue,0,hodgmik1,0
0.0,3,other,3,normaniser,1
2.0,1,other,2,pacoschroeder,0
0.0,1,other,0,ericf_7,0
0.0,3,other,3,RhiannonDarling,1
2.0,1,blue,1,abz_absz,1
0.0,0,blue,2,tmckenney203,0
1.0,1,other,1,petergrossman,0
2.0,1,other,1,cemberlii,1
1.0,0,blue,0,ce_2chocolate,1
2.0,0,blue,2,kathniel_ivy,1
0.0,1,white,2,Mr_CaptnObvious,0
1.0,1,other,2,JRaquell_,1
2.0,1,white,0,theawalton18,1
2.0,1,white,3,ghazyIM98,0
3.0,0,blue,3,ArdithBordonaro,1
3.0,3,white,1,kellycarberry,1
2.0,0,other,1,MrColtEdwards,0
3.0,1,white,1,Atrapa_cocos,0
1.0,0,other,1,MaryanneBigTi,1
3.0,2,white,0,Lea_Maria__,1
3.0,0,blue,3,leechjgena,1
0.0,1,blue,0,Savvyheiden,1
2.0,3,other,2,GeorgeCochrane1,0
2.0,0,other,0,hcarecomply,0
0.0,3,other,3,mellymel5_,1
0.0,0,blue,2,createdrumbeats,0
1.0,3,other,3,RayWills_4,1
2.0,0,other,0,smartopian,0
1.0,2,other,2,Bambino_302,0
0.0,2,blue,0,jdowns15,0
2.0,2,white,3,NotAnthrFangirl,1
3.0,3,other,1,paul_hembo,0
3.0,0,blue,1,MassimoLandi7,0
0.0,3,other,3,allthelowex,1
2.0,0,blue,0,THE__ARAB,0
1.0,2,white,2,dinahsthot,1
0.0,2,blue,2,guy_someone69,0
0.0,2,blue,0,ibeast2014,0
0.0,0,blue,0,Leeiaah_,1
0.0,3,other,1,ewclayton,1
2.0,3,blue,3,n8taki,1
2.0,1,blue,0,feminist_ghost,1
0.0,2,blue,0,rama_beba,0
0.0,1,blue,0,BrianFrmThe5th,0
2.0,1,other,1,bjbernstein,1
1.0,1,other,1,PFC_Williams,0
2.0,0,other,1,definitemutter,1
1.0,3,blue,3,tikaudzu,1
0.0,3,blue,3,usa_ella,1
3.0,2,other,2,West_Stand_O,0
0.0,0,blue,3,RichardsBirch,1
2.0,2,other,2,horannotyou,0
0.0,3,white,2,_allisoonn_,1
2.0,1,blue,1,AndreaM1969,1
3.0,3,other,3,iansuth,0
0.0,0,blue,3,HaileyW22810137,1
2.0,1,other,2,pacoschroeder,0
0.0,3,blue,3,ed1aniia,1
3.0,3,blue,3,TheRealPianoBoy,0
2.0,2,white,1,bainenathan,0
2.0,3,white,3,Merl_Hammer,0
0.0,0,blue,3,SharonMichaelso,1
2.0,1,other,1,SusieCumberland,1
0.0,0,other,0,HoneyTeta,0
2.0,1,white,1,Albertkeyn,0
2.0,1,other,2,templefareast,0
1.0,2,blue,3,DraftRyan2016,0
0.0,3,other,2,MissBTC2015,1
0.0,0,blue,3,WarrenColton1,1
3.0,0,blue,1,DMirayes,0
0.0,0,blue,2,cintaselalu21,1
2.0,2,blue,1,AlvesCristiano7,0
2.0,3,other,3,Rachel1D2010,0
3.0,2,other,3,PhineasAndFerg,0
2.0,3,blue,1,Kar_M12,1
1.0,1,blue,2,1010xl_T_Wigg,0
0.0,1,white,2,carol_kawira,0
0.0,2,other,2,Tyfrm910,0
2.0,2,white,3,Modo0007,0
1.0,3,blue,3,SianChristinaK,1
3.0,3,white,2,HelenLuvsVSPink,1
3.0,3,blue,2,pixiemama100,1
3.0,0,white,1,SKJtraveler,1
3.0,3,blue,2,WatchFiendNatey,0
3.0,0,blue,2,murthy1983,0
2.0,2,other,1,iam_mbonisi,0
2.0,0,white,3,LeveragYourBook,1
2.0,1,blue,0,ACbrd21,0
2.0,3,other,3,demilouhazz,0
0.0,0,blue,3,CramerRonald1,1
0.0,0,white,3,_laaumake,1
1.0,3,blue,3,kaebitb,1
0.0,1,blue,1,HYOSlCA,1
2.0,2,other,3,Mvni__,0
3.0,1,other,0,RepentforJesus,0
3.0,1,white,3,GemaVanbelle,0
2.0,3,white,2,icanbeyourruler,1
0.0,3,blue,3,snlz0,1
1.0,3,blue,3,shirleyymoo,1
1.0,3,white,3,lilMan_Blair,0
0.0,0,blue,0,jamaal_greene,0
0.0,2,blue,1,IainMenzies2,0
1.0,0,other,3,DeniseCassino,1
3.0,1,blue,0,LewisThompson_8,0
2.0,3,blue,3,surzro,0
2.0,0,blue,3,rabah_wael,0
3.0,2,white,3,AllenYork,0
2.0,2,other,1,amandacleghorn,1
3.0,3,white,2,MattMcNeilAM950,0
1.0,3,blue,3,octaviaaash,0
2.0,0,white,1,SherryBabie,1
1.0,2,other,3,steph_the_sloth,1
3.0,0,other,3,LiverpoolSailor,0
1.0,3,blue,3,janinenatt,1
2.0,1,blue,1,Tblow21,1
1.0,1,white,1,Rajna_Hussain,1
1.0,0,white,0,josealvarado213,0
0.0,2,other,1,KirstenKxOxO,1
3.0,2,other,2,___mixedbeauty,1
0.0,2,other,1,damronburgundy,1
1.0,1,blue,0,luisalberto71,0
1.0,3,blue,3,mriannaburrayxo,1
1.0,0,other,0,hhughes0320,0
0.0,0,blue,3,DysonAmanda1,1
0.0,0,other,0,shanoeliz,1
2.0,2,blue,1,DoltonTV,0
1.0,1,blue,3,PAT_My_DICK,0
3.0,0,other,1,HuuKiwi,0
1.0,1,blue,1,tipsaaaynicki,0
2.0,1,other,2,jb_winchester,1
1.0,0,other,1,sileaswarwick,1
2.0,3,other,3,DzifaJ,1
3.0,1,blue,3,TerryNova_,1
0.0,0,blue,3,PearcyAdam,1
1.0,0,white,3,kjllianjones,0
2.0,3,blue,3,steve1ellen,0
1.0,3,white,2,JuniorChirino1,0
2.0,3,blue,2,mkayla_bayla,1
3.0,0,blue,0,Munkychunky6,0
0.0,1,blue,0,Fizell,1
1.0,2,other,1,matt_b84,0
1.0,1,blue,1,briankrowland,0
0.0,1,other,0,Next_Game_Bro,0
1.0,1,blue,0,JETROCKETSKATES,0
2.0,2,white,2,TheNinjaMax,0
3.0,3,white,3,SemajZachary,0
0.0,2,other,2,MADIEXGUILLEN,1
2.0,3,white,2,dianagoodmans,1
1.0,3,other,3,Perksofbeeing,1
1.0,0,other,0,meashy_c,1
0.0,1,other,3,__Blest,0
0.0,0,other,3,ogreen32,0
3.0,2,other,2,RandyHolbrook,0
2.0,1,blue,0,Iaurensmith,1
3.0,2,white,3,iAmRoxyAyala,1
2.0,2,white,1,Hedi_Bb,0
1.0,0,blue,0,Tangent_Grunt,0
0.0,0,blue,3,RogerKatherine,1
1.0,1,blue,0,gothharrystyles,0
1.0,2,blue,1,clark_garrison4,0
1.0,2,blue,1,stevieD321,0
3.0,1,blue,1,Julez_afrique,1
3.0,1,other,1,Mr_Franks,0
2.0,0,blue,0,PSA_Advisors,0
0.0,2,other,0,Sammy_Jenkins,1
0.0,3,white,3,tippszaay,0
0.0,0,blue,1,Cafferine,1
0.0,0,blue,0,blankyhanky9,0
0.0,3,blue,1,The_Official_TW,1
3.0,3,other,1,julieweigley,1
2.0,2,white,2,mrsvwashington,1
2.0,3,other,2,Free_Martinis,0
1.0,2,blue,1,_scoper_xX,1
0.0,1,blue,0,htx3_,0
1.0,3,other,3,nouisftangels,0
0.0,2,blue,0,rconley95,0
1.0,1,blue,1,Peter100147,0
2.0,0,other,3,MyHerbalGarden,0
2.0,1,blue,1,yeg_nerd,0
1.0,0,other,0,thisdreamsalive,1
0.0,3,other,0,charliarceo,1
0.0,0,blue,3,Ayu7sith4,1
0.0,1,other,0,YoderS719,1
0.0,2,blue,1,KristoferMJones,0
1.0,2,blue,1,anabellxox,1
3.0,2,blue,1,anayeli_garfias,1
1.0,2,other,2,royalty1214,1
2.0,1,blue,0,maryjewellmtr,1
0.0,0,blue,0,__leo97,0
2.0,0,other,0,theunrulyboy,0
2.0,0,other,1,Roxy__Foxy_,1
2.0,3,blue,3,HunnidRoundz,0
3.0,0,white,2,Boeingpro,0
0.0,0,blue,0,blankyhanky21,0
0.0,0,blue,0,blankyhanky16,0
0.0,0,blue,0,R_Parmley,0
2.0,2,blue,1,JackTownNoah,0
1.0,0,blue,0,blankyhanky2,0
2.0,1,blue,1,sosocy,1
1.0,2,blue,1,QueeenPeach,1
0.0,3,other,2,MeganGilbertt,1
0.0,0,blue,0,blankyhanky12,0
3.0,0,blue,0,Fahima90,1
2.0,3,blue,3,austin7175,0
1.0,2,white,1,CherishR1,1
3.0,0,other,0,TheBibliolater,1
2.0,0,other,2,Italiataff,1
2.0,1,blue,1,Richhomiedk,0
0.0,0,other,3,Iindaikeji,1
1.0,3,blue,3,Stevebucky_lilo,0
1.0,0,blue,0,blankyhanky,1
0.0,3,white,2,disownedlrh,1
3.0,0,blue,2,DrBBahrami,0
3.0,2,other,1,totally_tay113,1
3.0,1,blue,0,NancyLei,1
2.0,3,blue,2,dilop10,0
1.0,1,white,2,AsianSweet_,1
1.0,1,blue,0,G_The_Prodigy,0
0.0,3,white,1,sydneyaweaver,1
3.0,0,blue,0,MaliciousWitchy,1
0.0,0,blue,0,xtnjav,1
3.0,1,other,1,priyesh_lad,0
1.0,3,white,2,wootannnnn,1
3.0,1,blue,3,BlaCaSSo,0
2.0,0,blue,1,klewisd3,1
0.0,1,blue,0,Ckaaay__,1
1.0,3,blue,3,melodisthes,1
2.0,0,blue,0,Georgiann3990,1
0.0,2,white,2,cassiejimenez_,1
0.0,1,other,3,dollyymangoo,1
2.0,0,other,1,MichealDayoung,0
0.0,0,blue,0,courserepfelix,0
0.0,2,other,3,LindaRamnarine,1
2.0,1,blue,1,n1faping,0
2.0,0,other,0,BarbaraJoScott,1
0.0,2,other,2,Kerry_Louise993,1
3.0,0,other,1,patriciabragg,1
3.0,1,blue,2,D__REEZY,0
3.0,1,other,2,bootsiealert,0
0.0,0,blue,1,esmeraldaoldfi1,1
2.0,1,blue,0,guruchelles,1
1.0,3,other,2,CraigRobinson93,0
3.0,0,other,3,AngryBlkManDC,0
3.0,2,other,3,imyoungsaiah,0
1.0,1,other,0,PastorMatthewO,0
0.0,0,blue,0,JoeRoth19,0
1.0,2,other,2,IrvinDahvee,0
0.0,0,blue,0,saladino29,0
3.0,0,blue,0,TheUnits,0
3.0,2,other,3,GQ_GiftedQueen,1
1.0,3,other,2,doingerins,0
1.0,2,other,2,notcunterino,1
3.0,0,blue,3,cgnetwork,0
3.0,0,blue,2,abdulahbolakale,0
2.0,1,white,1,OrganicExpert,1
3.0,1,blue,2,CoGeous831,1
2.0,1,other,1,SusieCumberland,1
1.0,1,white,3,babewharry,0
2.0,2,other,0,izzyhardisty1,1
1.0,0,blue,0,Seth51102,0
3.0,1,other,0,Harbi_jama,0
2.0,2,other,1,scarydrew86,0
1.0,0,blue,0,BHoffmann_,0
3.0,0,other,3,Eustache_D,0
2.0,3,white,2,Poeish,0
3.0,0,blue,2,Donald_Mmola,0
3.0,2,other,3,Marcel_The_Nerd,0
1.0,2,other,1,kdollaaaz,1
3.0,1,other,1,King_Osafo,0
3.0,2,other,1,OffandOn13,0
0.0,2,other,2,caryanne_,1
2.0,2,blue,2,Daisy_child,1
1.0,2,other,1,breeeannep,1
1.0,2,blue,3,jaygetsweird,1
3.0,3,other,0,Esther_Kores,1
2.0,2,other,2,Con_Lemxnnn,0
3.0,0,other,0,whoknowstv,1
1.0,2,white,3,Bulo_TheAfrican,0
0.0,1,other,3,ihateColt45,1
0.0,0,blue,0,BossmanfRobert,0
1.0,3,white,3,JimmyJazz1968,0
2.0,3,other,2,CharismaTheKing,0
1.0,1,other,2,theylovintea_,1
0.0,0,blue,1,robert_stock7,0
0.0,2,other,3,osnapitzgracey,1
1.0,0,other,3,BaileysEZPicks,1
2.0,0,blue,2,rizeiz,0
2.0,0,blue,0,Beverley3918,1
0.0,0,blue,3,Ayu7sith4,1
1.0,2,blue,0,joshgbrown19,0
3.0,3,white,2,KristineWyllys,1
1.0,2,other,1,Ninami2525,0
1.0,1,white,1,leener76,1
3.0,3,blue,2,iwannaniallshug,0
1.0,1,blue,1,Bulah957,1
1.0,2,other,0,sXeBatpunk,0
3.0,3,other,3,JLenniDorner,1
0.0,1,white,3,illyill,1
0.0,0,other,3,ghost22sas,0
1.0,0,blue,0,mennace,0
1.0,2,blue,2,SAVALIIII,0
0.0,0,blue,1,hanlon_keith,1
3.0,1,blue,3,Hope4Siblings,1
0.0,0,other,0,JaneDoe023,1
1.0,2,blue,2,serenefrancesca,1
0.0,3,white,2,arianapeaceful,1
2.0,3,blue,2,STLAbuBadu,0
0.0,2,other,1,connor2110,0
1.0,3,white,1,SarahMarie0605,1
2.0,1,other,0,RyanMTracey,0
1.0,1,white,0,peaparker_,1
0.0,0,blue,0,loriewalker,1
3.0,3,other,2,INSPlRATIONS,0
2.0,3,blue,2,Jls_ca,1
0.0,3,blue,3,Phuck__Up,0
2.0,0,blue,2,sorayagarcia85,1
0.0,1,blue,0,brians62,0
3.0,2,blue,0,MericasCaptain,0
2.0,0,blue,0,YUNGHOMIE_KEYON,0
3.0,3,white,3,IsMiseBrendan,0
1.0,2,blue,3,A_its_AC,0
3.0,3,white,2,t_thombs,1
0.0,0,blue,0,youngali1864,0
2.0,0,other,0,shalltear_enbot,1
2.0,2,blue,2,FaheemCFC,0
0.0,0,blue,1,BurfordCarlton,1
2.0,1,other,1,mindyvonelling,1
3.0,1,blue,3,TerryNova_,1
0.0,1,blue,0,ElMacDeville,0
0.0,1,blue,1,paulwesleyshair,0
3.0,1,other,1,Trel67,0
0.0,3,white,2,tonyy_davis,0
0.0,2,white,2,DenuuSanchezzzz,1
1.0,2,other,1,mukesmadness,0
3.0,3,white,3,DolphinMick,0
0.0,1,blue,0,AdamHtheBlade27,0
2.0,0,other,1,lilstu76,1
1.0,2,other,3,katheyy_,1
3.0,1,other,2,ValPopescu,0
3.0,2,white,2,Criss16_,1
0.0,0,other,2,RobbyPaseky,0
2.0,1,other,3,NotI_SaidTheCat,1
2.0,2,other,2,ckeogh1971,0
2.0,0,blue,1,intunes1,0
1.0,2,blue,1,sgraver13,1
0.0,3,blue,1,17LUCASx,0
3.0,0,blue,1,PoliticalTom,0
1.0,2,white,0,beccagraceface,1
0.0,3,other,1,cassaaandraa_,1
3.0,0,other,3,DavidThinkr,0
2.0,3,other,2,just_playsoccer,1
2.0,1,white,1,KirstynBerkey90,1
0.0,1,other,0,CoolJazFae,1
3.0,0,white,0,LisaMcCall,1
3.0,1,white,3,Khetha,0
2.0,1,blue,3,vladest_,0
2.0,3,blue,2,Raza_Lala_Khan,0
3.0,0,other,0,jaredkimball,0
0.0,0,blue,0,GioffryStyle,0
3.0,1,other,3,CoolWhipIV,0
1.0,1,other,1,chipndale_,0
3.0,0,blue,0,commendchat,0
1.0,2,other,1,JayFromAvo,0
0.0,1,white,1,DD621,0
3.0,3,blue,3,srzjwalters,1
2.0,2,blue,0,j_alex_9,0
2.0,3,other,3,ghostlygarcia,1
1.0,0,blue,3,Keepontruckin71,0
0.0,2,blue,0,DavidDavidjh14,0
1.0,3,other,2,EmilyBaptista96,1
0.0,2,other,3,chefyazzy,1
0.0,0,blue,0,IncitatusSwift,0
1.0,1,other,0,mattfink8,0
0.0,1,white,3,SLukitomo,1
2.0,2,white,2,KarinaSanz07,1
2.0,1,blue,3,KeneAmazu,0
1.0,2,blue,1,heather_wicker,1
1.0,0,white,0,DanSimsonAT,0
0.0,2,blue,1,watermeIonqueen,1
0.0,0,blue,1,JohnJohndel2,0
1.0,2,other,2,EricBooth,0
0.0,1,other,0,eriiikkact,1
2.0,1,blue,1,campertodd,0
1.0,3,other,3,PreachySnow,1
0.0,3,white,3,NouisBums,1
2.0,1,blue,3,Smilodon48,1
1.0,1,blue,0,tzvikapo,0
2.0,3,blue,3,DianneDyconte,1
0.0,3,blue,1,James004James,0
1.0,3,other,3,Puk3stigate,0
0.0,0,white,0,l0venadaya,1
3.0,3,other,3,mikster,1
2.0,2,blue,2,cliffordsIwt,1
2.0,0,blue,0,Raya__Lovers,1
0.0,3,blue,1,9020Salman,0
1.0,1,white,2,TreaTrizzy_,1
3.0,3,other,3,hangingsliders,1
0.0,2,white,1,lizzyschultz98,1
0.0,2,blue,1,Shamalamal,0
2.0,3,white,1,dimplesdiaries,1
0.0,1,blue,0,omgitscharms,0
2.0,1,other,1,4totera,0
2.0,3,other,3,Phil_Cosby_,0
3.0,3,white,3,AliasCane,0
1.0,2,other,3,davelackie,0
1.0,1,blue,1,Justbelarry91,0
1.0,2,white,1,nightmareinpink,1
2.0,0,other,2,DaveyBenny,1
3.0,3,white,3,bgg2wl,1
1.0,0,blue,0,newsom95,0
1.0,3,white,3,YeahDirectioner,1
0.0,2,other,0,lil_brown_italo,0
3.0,2,other,0,Rasmika7,1
1.0,0,blue,0,_1tyren,0
1.0,2,white,2,LawrenceMorgan_,0
3.0,3,blue,2,MsAdlerIPresume,1
0.0,0,other,0,ramomann,0
1.0,1,other,1,MisBritBrit,1
2.0,3,other,2,felix_simonds,0
3.0,3,blue,2,SexyCandyAngel,0
1.0,0,other,3,gamesin,0
0.0,1,other,0,bscav96,1
3.0,1,white,2,PAllenSmith,0
1.0,3,blue,1,_NancyG_,1
0.0,2,blue,2,demabogari,1
2.0,2,other,1,15HUNTERC,0
1.0,3,blue,2,iamsrksDon,0
3.0,3,other,3,adrianarraquel,1
0.0,0,blue,1,MonicaKoch18,1
2.0,0,white,2,VusiKManana,0
0.0,0,other,0,xoxo11_asuka,1
1.0,0,other,3,MsCoMpliCaTeDTK,1
1.0,1,other,3,Eternity9,1
3.0,1,blue,3,TerryNova_,1
3.0,1,white,1,haydnsym,0
1.0,0,other,1,42HERMINIA_Hail,1
2.0,3,white,1,Irakiennex,1
3.0,2,white,2,agapedominion,0
1.0,1,other,0,pinknbluesocks,1
3.0,2,other,1,AaronWayman,0
2.0,1,blue,0,timhyjek,0
0.0,1,white,3,_PrettyDessiy,1
3.0,3,other,2,LissaChaos,0
3.0,3,white,3,drewfoundland,0
3.0,0,white,1,Rob_Aitchison,0
3.0,1,other,1,geekpryde,0
3.0,0,blue,0,kungfudagreat1,0
3.0,1,other,2,ORARiccardo,0
0.0,2,other,0,cmstenko,1
0.0,2,other,3,RayahsWorld,1
1.0,2,blue,3,Paw_Online,0
0.0,3,other,2,mtrychon,1
1.0,1,blue,1,LeeKenny95,0
3.0,1,blue,1,PRP_Sports,0
2.0,3,other,2,NadiasArtistry,1
2.0,2,white,1,milesdavix,0
3.0,0,other,0,ElizabethApril_,1
1.0,3,white,3,averytheloser,1
3.0,3,other,2,alessia_bosch,1
1.0,3,blue,3,Troy__Jr,0
1.0,2,white,1,EmilyKitchingx,1
1.0,0,white,1,matthewdykstra,0
1.0,2,white,0,kennethtrujillo,0
0.0,2,blue,0,spotlessmindd_,1
0.0,1,other,0,OldTownGal,1
0.0,1,blue,2,therealbink_,1
2.0,3,blue,2,xAigueMarinex,1
2.0,0,other,2,SindyOriginal,1
1.0,3,white,3,sabryvassao,1
3.0,3,white,2,noscriptomylife,1
3.0,0,blue,0,little_army_guy,1
2.0,1,blue,1,sin_thetique,1
2.0,1,blue,0,dennis5926,0
1.0,0,blue,0,LinksAR_360,0
1.0,1,blue,1,malayy___,1
0.0,2,blue,2,DonKeeeem,0
2.0,0,blue,0,xxxhoz,1
2.0,1,white,0,tknolan,1
3.0,0,other,1,AlexCena_TX,0
3.0,2,other,3,SquirtleSquad7,0
3.0,1,white,2,KevinMercuri,0
3.0,2,blue,3,Muthoga_Jay,0
0.0,2,other,1,tahylerin,1
2.0,2,white,2,euanspc,0
2.0,1,blue,0,JMW2906,0
1.0,0,blue,2,craigsmithim,0
1.0,2,white,2,peggy_04,0
3.0,1,other,0,lastrolo90,0
0.0,3,blue,2,KidKeeble,0
1.0,3,blue,1,laniebug62,1
2.0,3,white,1,icybomb_,0
1.0,2,blue,1,Size_OG,0
3.0,0,blue,1,chazaustin9,0
3.0,1,other,2,Freak4Harvick,0
3.0,3,other,0,HeatherMallick,1
2.0,3,other,3,UtdMahon,0
3.0,1,white,0,Samajra,1
3.0,2,blue,2,jmhomeniuk1,1
3.0,3,other,3,Ms_Kushington,1
3.0,1,other,2,tobitac,0
1.0,1,other,3,iKeen4n,0
1.0,0,other,2,mpigliucci,0
2.0,1,blue,0,scott94delaney,0
0.0,2,other,1,courts_fellows1,1
2.0,3,white,2,thecoolnoodle,0
2.0,0,blue,0,QuotesByRichard,0
2.0,3,blue,2,EverjoiceWin,1
1.0,2,other,1,MegMckly,1
1.0,3,white,3,paynescupcake,0
2.0,1,blue,1,FresaLinda_,1
1.0,3,white,3,ashleyy_morrris,1
0.0,0,blue,2,elainechilversn,1
