unit_id,description,fav_number,sidebar_color,tweet_count,name,gender
815719298,0.0,1,blue,0,butkick2000,0
815719299,3.0,1,other,3,Odi_SH,0
815719301,2.0,0,blue,0,AngieMozart,1
815719303,2.0,0,blue,2,BuzzellNatalie,1
815719304,1.0,1,blue,0,cyrusodessa,0
815719305,2.0,1,other,3,WisemanKayo,0
815719306,1.0,0,blue,2,YemiSureGirl,1
815719307,3.0,3,white,3,smizz,1
815719309,3.0,0,0,0,angie48534918,1
815719311,3.0,0,blue,0,techcheckrepair,0
815719312,3.0,3,0,3,JakeElman,0
815719313,0.0,3,other,3,Madelineh28,1
815719316,,0,blue,0,NotNuttyKarl,1
815719320,2.0,1,white,1,Adrien_RG,0
815719322,0.0,2,other,0,ClemsonJohn,0
815719323,1.0,1,0,1,movieskink,1
815719325,2.0,2,0,1,Shady1277,0
815719326,1.0,2,blue,1,ilovegiraffes_,1
815719327,3.0,3,white,3,oddbennett,0
815719329,3.0,1,blue,0,LmarieAsad,1
815719330,3.0,0,0,2,AliciaVRuiz,1
815719331,0.0,3,0,3,KingClay__,0
815719332,3.0,3,0,3,thepanda_karina,1
815719334,1.0,3,0,1,sh4nnonmiller,1
815719336,,0,blue,3,Ayu7sith4,1
815719337,1.0,3,white,2,DrRockt0pus,0
815719338,1.0,0,blue,0,buomar94,0
815719339,1.0,1,blue,1,mill_isit,1
815719340,0.0,2,blue,2,Mydickboyyy,1
815719343,3.0,0,blue,3,ArdithBordonaro,1
815719344,2.0,0,blue,0,spikenewlyn,0
815719345,0.0,2,white,3,fuckgivenchy,0
815719346,2.0,0,other,1,mickbk,0
815719348,,1,white,0,rorylitwin,0
815719350,2.0,0,blue,2,DianaTsang1,1
815719351,3.0,0,blue,3,iSpeak9ja,1
815719353,0.0,3,white,2,downeysmile,0
815719354,2.0,0,white,3,kilpatrickeolue,1
815719356,0.0,3,white,3,POWERPUFFBROOKE,1
815719357,0.0,3,0,3,mirakyun,0
815719358,3.0,3,blue,3,kayadfi,1
815719359,1.0,0,0,2,6SEISS6,1
815719360,1.0,3,blue,3,lesatorr,0
815719361,1.0,3,white,3,babisofia,1
815719365,3.0,3,0,3,SouthAfricanEQ,1
815719366,3.0,0,other,3,Aethylred,0
815719367,,2,other,1,yananues,1
815719368,1.0,2,white,2,constanshow,1
815719369,2.0,3,0,3,coloredcharms,0
815719373,2.0,0,other,0,ponder76,1
815719375,3.0,0,other,3,msrainerain,1
815719377,2.0,1,blue,0,LouanneGaffe,1
815719378,3.0,1,white,1,jenkoons,1
815719380,2.0,1,other,1,colltreese,1
815719382,2.0,0,0,1,RoastmeisterLLC,0
815719383,2.0,0,blue,3,TomOrr777,0
815719385,,1,other,3,_paassiioonn,1
815719387,2.0,3,0,3,bIuesavages,0
815719388,,0,other,0,jessicayounis,1
815719389,0.0,3,blue,3,_ThatkidZach,0
815719391,3.0,0,0,3,PennTweetz,0
815719392,2.0,2,other,3,RetiredTeacherD,0
815719393,2.0,0,blue,3,Kingabdul07,0
815719398,3.0,1,white,2,dam3_un_beso,1
815719401,0.0,3,white,3,kweenaj_____,1
815719403,2.0,0,other,0,JLJ167,0
815719404,0.0,2,blue,1,ellpennerz,1
815719405,1.0,2,other,1,dirthelmet,0
815719406,0.0,2,white,1,brxwnlouise,1
815719408,3.0,1,blue,3,TerryNova_,1
815719410,0.0,1,white,3,TMT_French,1
815719412,2.0,1,0,3,NaughtyBeyotch,1
815719413,2.0,2,other,2,briteveprice,1
815719414,3.0,0,other,0,SteidlSteinberg,0
815719415,3.0,1,blue,0,CristyMandy,1
815719418,2.0,0,white,3,clrdougherty,0
815719419,,0,0,3,TexasCruzn,0
815719421,3.0,3,0,1,taylorsuggxxxxx,0
815719422,2.0,3,white,3,bambamschoker,0
815719424,3.0,1,blue,1,OnLocationEd,0
815719425,2.0,3,0,1,PegueroM,1
815719429,2.0,2,0,0,sydeischens,1
815719430,3.0,3,0,2,martmns,1
815719432,1.0,3,0,3,SpaceGodfather,0
815719434,1.0,1,0,0,ReggieThompson1,0
815719438,2.0,0,blue,0,Ashlee35900,1
815719439,,3,white,2,cxntlaura,1
815719440,3.0,0,white,3,KevinWGrossman,0
815719441,0.0,3,white,3,blaaaakey,1
815719442,0.0,3,0,3,noragamis,1
815719443,1.0,0,0,0,ATriptoArete,1
815719444,1.0,0,white,0,TFYouWant,0
815719445,2.0,2,0,3,TheBrandonShire,0
815719446,0.0,3,0,2,bob_ide,0
815719447,3.0,3,0,2,AdrianaDuji,1
815719448,1.0,3,blue,3,Samkrazzzy,0
815719450,3.0,1,white,1,StephenLockPA,0
815719451,3.0,0,blue,1,Kris_Knox,0
815719452,,1,blue,1,andymather88,0
815719453,3.0,1,white,3,inGagasHeart,1
815719455,3.0,2,blue,3,iAm_Makhubu,0
815719456,1.0,1,blue,1,P_Kindilien,1
815719457,3.0,0,0,0,Varsha_Nair_,1
815719458,0.0,0,0,0,iamgabbalitaan,0
815719460,1.0,3,blue,3,ruhtyt,1
815719463,3.0,0,blue,0,Jazzy0_8,0
815719464,1.0,3,blue,2,AltarOfTheCowl,0
815719465,0.0,1,0,2,too_blunted23,1
815719466,2.0,2,blue,0,bretmulligan,0
815719467,2.0,0,blue,0,Y2k87_,0
815719469,3.0,1,other,1,BobKnightTweet,0
815719471,1.0,3,blue,2,scandaryl,1
815719472,0.0,2,blue,0,oliviamockford_,1
815719473,0.0,3,white,3,sighs4l,1
815719474,0.0,3,blue,1,micewithcigars,1
815719477,2.0,2,blue,1,TheBigBunBun,0
815719479,1.0,2,white,1,rooksfeather,1
815719481,0.0,1,0,3,dxniellejean,1
815719483,0.0,3,0,2,_azieyazieyzah,1
815719486,0.0,1,white,1,LeeAdamWilshier,0
815719487,2.0,3,white,2,JaclynAnneD,1
815719488,3.0,1,blue,3,KingJique,0
815719489,3.0,0,white,3,LanitaWildey,0
815719490,3.0,3,other,3,WesleyLowery,0
815719491,2.0,2,blue,2,Speratti1D,0
815719492,0.0,3,blue,3,oceantay,1
815719493,1.0,1,0,3,3IRIS6Miranda19,1
815719496,1.0,0,blue,0,hodgmik1,0
815719497,0.0,3,other,3,normaniser,1
815719500,2.0,1,other,2,pacoschroeder,0
815719501,,1,0,0,ericf_7,0
815719502,0.0,3,other,3,RhiannonDarling,1
815719503,1.0,1,blue,1,abz_absz,1
815719506,0.0,0,blue,2,tmckenney203,0
815719507,0.0,1,0,1,petergrossman,0
815719508,2.0,1,0,1,cemberlii,1
815719509,0.0,0,blue,0,ce_2chocolate,1
815719510,2.0,0,blue,2,kathniel_ivy,1
815719511,,1,white,2,Mr_CaptnObvious,0
815719513,1.0,1,0,2,JRaquell_,1
815719514,1.0,1,white,0,theawalton18,1
815719515,2.0,1,white,3,ghazyIM98,0
815719516,3.0,0,blue,3,ArdithBordonaro,1
815719517,3.0,3,white,1,kellycarberry,1
815719518,2.0,0,0,1,MrColtEdwards,0
815719519,3.0,1,white,1,Atrapa_cocos,0
815719522,1.0,0,other,1,MaryanneBigTi,1
815719523,3.0,2,white,0,Lea_Maria__,1
815719525,3.0,0,blue,3,leechjgena,1
815719529,0.0,1,blue,0,Savvyheiden,1
815719531,2.0,3,0,2,GeorgeCochrane1,0
815719532,2.0,0,0,0,hcarecomply,0
815719533,0.0,3,other,3,mellymel5_,1
815719534,,0,blue,2,createdrumbeats,0
815719535,1.0,3,0,3,RayWills_4,1
815719536,2.0,0,other,0,smartopian,0
815719537,1.0,2,0,2,Bambino_302,0
815719538,0.0,2,blue,0,jdowns15,0
815719539,2.0,2,white,3,NotAnthrFangirl,1
815719541,3.0,3,other,1,paul_hembo,0
815719542,3.0,0,blue,1,MassimoLandi7,0
815719543,0.0,3,other,3,allthelowex,1
815719544,2.0,0,blue,0,THE__ARAB,0
815719545,0.0,2,white,2,dinahsthot,1
815719546,0.0,2,blue,2,guy_someone69,0
815719547,,2,blue,0,ibeast2014,0
815719551,,0,blue,0,Leeiaah_,1
815719553,0.0,3,0,1,ewclayton,1
815719554,2.0,3,blue,3,n8taki,1
815719555,2.0,1,blue,0,feminist_ghost,1
815719558,0.0,2,blue,0,rama_beba,0
815719560,,1,blue,0,BrianFrmThe5th,0
815719562,2.0,1,other,1,bjbernstein,1
815719563,1.0,1,0,1,PFC_Williams,0
815719564,2.0,0,0,1,definitemutter,1
815719565,1.0,3,blue,3,tikaudzu,1
815719566,0.0,3,blue,3,usa_ella,1
815719567,2.0,2,other,2,West_Stand_O,0
815719568,,0,blue,3,RichardsBirch,1
815719570,1.0,2,0,2,horannotyou,0
815719571,0.0,3,white,2,_allisoonn_,1
815719572,2.0,1,blue,1,AndreaM1969,1
815719574,3.0,3,other,3,iansuth,0
815719575,,0,blue,3,HaileyW22810137,1
815719578,2.0,1,other,2,pacoschroeder,0
815719579,,3,blue,3,ed1aniia,1
815719580,3.0,3,blue,3,TheRealPianoBoy,0
815719582,1.0,2,white,1,bainenathan,0
815719583,1.0,3,white,3,Merl_Hammer,0
815719584,,0,blue,3,SharonMichaelso,1
815719586,2.0,1,other,1,SusieCumberland,1
815719588,0.0,0,0,0,HoneyTeta,0
815719589,2.0,1,white,1,Albertkeyn,0
815719592,2.0,1,other,2,templefareast,0
815719593,1.0,2,blue,3,DraftRyan2016,0
815719594,0.0,3,other,2,MissBTC2015,1
815719595,,0,blue,3,WarrenColton1,1
815719596,3.0,0,blue,1,DMirayes,0
815719598,,0,blue,2,cintaselalu21,1
815719599,2.0,2,blue,1,AlvesCristiano7,0
815719601,2.0,3,other,3,Rachel1D2010,0
815719602,3.0,2,0,3,PhineasAndFerg,0
815719604,2.0,3,blue,1,Kar_M12,1
815719606,1.0,1,blue,2,1010xl_T_Wigg,0
815719607,0.0,1,white,2,carol_kawira,0
815719610,0.0,2,0,2,Tyfrm910,0
815719612,2.0,2,white,3,Modo0007,0
815719614,1.0,3,blue,3,SianChristinaK,1
815719615,3.0,3,white,2,HelenLuvsVSPink,1
815719617,2.0,3,blue,2,pixiemama100,1
815719618,3.0,0,white,1,SKJtraveler,1
815719620,3.0,3,blue,2,WatchFiendNatey,0
815719621,3.0,0,blue,2,murthy1983,0
815719622,2.0,2,0,1,iam_mbonisi,0
815719623,2.0,0,white,3,LeveragYourBook,1
815719624,2.0,1,blue,0,ACbrd21,0
815719625,2.0,3,0,3,demilouhazz,0
815719627,,0,blue,3,CramerRonald1,1
815719628,0.0,0,white,3,_laaumake,1
815719629,0.0,3,blue,3,kaebitb,1
815719630,,1,blue,1,HYOSlCA,1
815719631,1.0,2,0,3,Mvni__,0
815719632,3.0,1,0,0,RepentforJesus,0
815719634,2.0,1,white,3,GemaVanbelle,0
815719635,2.0,3,white,2,icanbeyourruler,1
815719636,0.0,3,blue,3,snlz0,1
815719638,1.0,3,blue,3,shirleyymoo,1
815719639,0.0,3,white,3,lilMan_Blair,0
815719640,,0,blue,0,jamaal_greene,0
815719644,,2,blue,1,IainMenzies2,0
815719646,1.0,0,other,3,DeniseCassino,1
815719650,3.0,1,blue,0,LewisThompson_8,0
815719652,1.0,3,blue,3,surzro,0
815719654,2.0,0,blue,3,rabah_wael,0
815719655,3.0,2,white,3,AllenYork,0
815719656,2.0,2,other,1,amandacleghorn,1
815719658,3.0,3,white,2,MattMcNeilAM950,0
815719659,1.0,3,blue,3,octaviaaash,0
815719662,2.0,0,white,1,SherryBabie,1
815719663,1.0,2,0,3,steph_the_sloth,1
815719667,3.0,0,other,3,LiverpoolSailor,0
815719668,0.0,3,blue,3,janinenatt,1
815719669,2.0,1,blue,1,Tblow21,1
815719670,1.0,1,white,1,Rajna_Hussain,1
815719671,1.0,0,white,0,josealvarado213,0
815719672,,2,other,1,KirstenKxOxO,1
815719674,3.0,2,other,2,___mixedbeauty,1
815719676,0.0,2,0,1,damronburgundy,1
815719677,1.0,1,blue,0,luisalberto71,0
815719678,0.0,3,blue,3,mriannaburrayxo,1
815719679,1.0,0,0,0,hhughes0320,0
815719680,,0,blue,3,DysonAmanda1,1
815719688,,0,other,0,shanoeliz,1
815719689,2.0,2,blue,1,DoltonTV,0
815719695,1.0,1,blue,3,PAT_My_DICK,0
815719696,3.0,0,other,1,HuuKiwi,0
815719698,1.0,1,blue,1,tipsaaaynicki,0
815719701,2.0,1,other,2,jb_winchester,1
815719705,0.0,0,other,1,sileaswarwick,1
815719708,2.0,3,other,3,DzifaJ,1
815719710,3.0,1,blue,3,TerryNova_,1
815719712,,0,blue,3,PearcyAdam,1
815719715,1.0,0,white,3,kjllianjones,0
815719716,2.0,3,blue,3,steve1ellen,0
815719719,0.0,3,white,2,JuniorChirino1,0
815719721,2.0,3,blue,2,mkayla_bayla,1
815719724,3.0,0,blue,0,Munkychunky6,0
815719725,,1,blue,0,Fizell,1
815719726,1.0,2,other,1,matt_b84,0
815719728,0.0,1,blue,1,briankrowland,0
815719729,0.0,1,other,0,Next_Game_Bro,0
815719730,1.0,1,blue,0,JETROCKETSKATES,0
815719731,2.0,2,white,2,TheNinjaMax,0
815719732,3.0,3,white,3,SemajZachary,0
815719734,,2,0,2,MADIEXGUILLEN,1
815719735,1.0,3,white,2,dianagoodmans,1
815719736,0.0,3,other,3,Perksofbeeing,1
815719737,1.0,0,other,0,meashy_c,1
815719738,0.0,1,other,3,__Blest,0
815719739,,0,other,3,ogreen32,0
815719742,3.0,2,other,2,RandyHolbrook,0
815719743,2.0,1,blue,0,Iaurensmith,1
815719745,3.0,2,white,3,iAmRoxyAyala,1
815719746,2.0,2,white,1,Hedi_Bb,0
815719748,1.0,0,blue,0,Tangent_Grunt,0
815719749,,0,blue,3,RogerKatherine,1
815719750,1.0,1,blue,0,gothharrystyles,0
815719752,1.0,2,blue,1,clark_garrison4,0
815719754,1.0,2,blue,1,stevieD321,0
815719757,2.0,1,blue,1,Julez_afrique,1
815719759,3.0,1,other,1,Mr_Franks,0
815719760,1.0,0,blue,0,PSA_Advisors,0
815719761,0.0,2,other,0,Sammy_Jenkins,1
815719765,0.0,3,white,3,tippszaay,0
815719766,,0,blue,1,Cafferine,1
815719769,,0,blue,0,blankyhanky9,0
815719771,,3,blue,1,The_Official_TW,1
815719773,3.0,3,0,1,julieweigley,1
815719774,2.0,2,white,2,mrsvwashington,1
815719775,2.0,3,0,2,Free_Martinis,0
815719780,1.0,2,blue,1,_scoper_xX,1
815719781,0.0,1,blue,0,htx3_,0
815719782,1.0,3,0,3,nouisftangels,0
815719783,,2,blue,0,rconley95,0
815719784,1.0,1,blue,1,Peter100147,0
815719785,2.0,0,other,3,MyHerbalGarden,0
815719786,2.0,1,blue,1,yeg_nerd,0
815719787,1.0,0,0,0,thisdreamsalive,1
815719788,0.0,3,0,0,charliarceo,1
815719789,,0,blue,3,Ayu7sith4,1
815719790,,1,other,0,YoderS719,1
815719791,0.0,2,blue,1,KristoferMJones,0
815719792,1.0,2,blue,1,anabellxox,1
815719793,3.0,2,blue,1,anayeli_garfias,1
815719795,1.0,2,other,2,royalty1214,1
815719796,2.0,1,blue,0,maryjewellmtr,1
815719803,,0,blue,0,__leo97,0
815719804,2.0,0,0,0,theunrulyboy,0
815719806,1.0,0,0,1,Roxy__Foxy_,1
815719809,2.0,3,blue,3,HunnidRoundz,0
815719812,3.0,0,white,2,Boeingpro,0
815719816,,0,blue,0,blankyhanky21,0
815719819,0.0,0,blue,0,blankyhanky16,0
815719821,,0,blue,0,R_Parmley,0
815719822,2.0,2,blue,1,JackTownNoah,0
815719823,1.0,0,blue,0,blankyhanky2,0
815719824,2.0,1,blue,1,sosocy,1
815719826,1.0,2,blue,1,QueeenPeach,1
815719827,,3,0,2,MeganGilbertt,1
815719829,0.0,0,blue,0,blankyhanky12,0
815719833,3.0,0,blue,0,Fahima90,1
815719834,2.0,3,blue,3,austin7175,0
815719835,0.0,2,white,1,CherishR1,1
815719837,2.0,0,0,0,TheBibliolater,1
815719839,2.0,0,other,2,Italiataff,1
815719840,2.0,1,blue,1,Richhomiedk,0
815719841,0.0,0,0,3,Iindaikeji,1
815719843,0.0,3,blue,3,Stevebucky_lilo,0
815719844,1.0,0,blue,0,blankyhanky,1
815719846,0.0,3,white,2,disownedlrh,1
815719847,3.0,0,blue,2,DrBBahrami,0
815719848,3.0,2,0,1,totally_tay113,1
815719849,3.0,1,blue,0,NancyLei,1
815719851,1.0,3,blue,2,dilop10,0
815719852,1.0,1,white,2,AsianSweet_,1
815719853,1.0,1,blue,0,G_The_Prodigy,0
815719854,,3,white,1,sydneyaweaver,1
815719855,2.0,0,blue,0,MaliciousWitchy,1
815719858,0.0,0,blue,0,xtnjav,1
815719860,3.0,1,0,1,priyesh_lad,0
815719864,0.0,3,white,2,wootannnnn,1
815719865,3.0,1,blue,3,BlaCaSSo,0
815719866,1.0,0,blue,1,klewisd3,1
815719867,,1,blue,0,Ckaaay__,1
815719868,0.0,3,blue,3,melodisthes,1
815719869,2.0,0,blue,0,Georgiann3990,1
815719870,,2,white,2,cassiejimenez_,1
815719872,0.0,1,other,3,dollyymangoo,1
815719873,2.0,0,0,1,MichealDayoung,0
815719874,,0,blue,0,courserepfelix,0
815719875,,2,other,3,LindaRamnarine,1
815719876,2.0,1,blue,1,n1faping,0
815719878,2.0,0,other,0,BarbaraJoScott,1
815719879,0.0,2,other,2,Kerry_Louise993,1
815719880,3.0,0,other,1,patriciabragg,1
815719881,3.0,1,blue,2,D__REEZY,0
815719882,2.0,1,other,2,bootsiealert,0
815719883,,0,blue,1,esmeraldaoldfi1,1
815719884,1.0,1,blue,0,guruchelles,1
815719885,1.0,3,other,2,CraigRobinson93,0
815719886,3.0,0,other,3,AngryBlkManDC,0
815719889,3.0,2,other,3,imyoungsaiah,0
815719890,1.0,1,0,0,PastorMatthewO,0
815719891,,0,blue,0,JoeRoth19,0
815719892,0.0,2,other,2,IrvinDahvee,0
815719893,,0,blue,0,saladino29,0
815719895,3.0,0,blue,0,TheUnits,0
815719896,3.0,2,0,3,GQ_GiftedQueen,1
815719897,1.0,3,0,2,doingerins,0
815719899,1.0,2,0,2,notcunterino,1
815719900,2.0,0,blue,3,cgnetwork,0
815719901,3.0,0,blue,2,abdulahbolakale,0
815719902,2.0,1,white,1,OrganicExpert,1
815719903,3.0,1,blue,2,CoGeous831,1
815719904,2.0,1,other,1,SusieCumberland,1
815719905,1.0,1,white,3,babewharry,0
815719909,2.0,2,0,0,izzyhardisty1,1
815719912,1.0,0,blue,0,Seth51102,0
815719913,3.0,1,0,0,Harbi_jama,0
815719914,2.0,2,0,1,scarydrew86,0
815719916,1.0,0,blue,0,BHoffmann_,0
815719919,3.0,0,other,3,Eustache_D,0
815719921,1.0,3,white,2,Poeish,0
815719922,3.0,0,blue,2,Donald_Mmola,0
815719923,3.0,2,0,3,Marcel_The_Nerd,0
815719924,0.0,2,0,1,kdollaaaz,1
815719926,3.0,1,0,1,King_Osafo,0
815719927,3.0,2,0,1,OffandOn13,0
815719931,0.0,2,0,2,caryanne_,1
815719932,2.0,2,blue,2,Daisy_child,1
815719933,1.0,2,0,1,breeeannep,1
815719935,1.0,2,blue,3,jaygetsweird,1
815719936,3.0,3,0,0,Esther_Kores,1
815719938,2.0,2,0,2,Con_Lemxnnn,0
815719939,3.0,0,other,0,whoknowstv,1
815719941,0.0,2,white,3,Bulo_TheAfrican,0
815719943,0.0,1,0,3,ihateColt45,1
815719944,,0,blue,0,BossmanfRobert,0
815719945,0.0,3,white,3,JimmyJazz1968,0
815719948,2.0,3,0,2,CharismaTheKing,0
815719950,1.0,1,other,2,theylovintea_,1
815719951,,0,blue,1,robert_stock7,0
815719952,0.0,2,0,3,osnapitzgracey,1
815719953,0.0,0,0,3,BaileysEZPicks,1
815719954,1.0,0,blue,2,rizeiz,0
815719955,2.0,0,blue,0,Beverley3918,1
815719956,,0,blue,3,Ayu7sith4,1
815719957,1.0,2,blue,0,joshgbrown19,0
815719958,3.0,3,white,2,KristineWyllys,1
815719959,0.0,2,0,1,Ninami2525,0
815719960,1.0,1,white,1,leener76,1
815719961,3.0,3,blue,2,iwannaniallshug,0
815719962,1.0,1,blue,1,Bulah957,1
815719963,0.0,2,other,0,sXeBatpunk,0
815719967,3.0,3,0,3,JLenniDorner,1
815719968,0.0,1,white,3,illyill,1
815719969,0.0,0,other,3,ghost22sas,0
815719971,1.0,0,blue,0,mennace,0
815719972,0.0,2,blue,2,SAVALIIII,0
815719973,,0,blue,1,hanlon_keith,1
815719975,3.0,1,blue,3,Hope4Siblings,1
815719976,,0,0,0,JaneDoe023,1
815719977,0.0,2,blue,2,serenefrancesca,1
815719979,0.0,3,white,2,arianapeaceful,1
815719981,2.0,3,blue,2,STLAbuBadu,0
815719983,0.0,2,other,1,connor2110,0
815719984,1.0,3,white,1,SarahMarie0605,1
815719985,1.0,1,other,0,RyanMTracey,0
815719986,1.0,1,white,0,peaparker_,1
815719987,0.0,0,blue,0,loriewalker,1
815719988,3.0,3,0,2,INSPlRATIONS,0
815719989,1.0,3,blue,2,Jls_ca,1
815719990,0.0,3,blue,3,Phuck__Up,0
815719994,2.0,0,blue,2,sorayagarcia85,1
815719995,,1,blue,0,brians62,0
815719996,3.0,2,blue,0,MericasCaptain,0
815719999,2.0,0,blue,0,YUNGHOMIE_KEYON,0
815720000,3.0,3,white,3,IsMiseBrendan,0
815720001,0.0,2,blue,3,A_its_AC,0
815720002,3.0,3,white,2,t_thombs,1
815720006,0.0,0,blue,0,youngali1864,0
815720007,2.0,0,0,0,shalltear_enbot,1
815720008,2.0,2,blue,2,FaheemCFC,0
815720009,,0,blue,1,BurfordCarlton,1
815720010,1.0,1,0,1,mindyvonelling,1
815720011,3.0,1,blue,3,TerryNova_,1
815720012,0.0,1,blue,0,ElMacDeville,0
815720013,0.0,1,blue,1,paulwesleyshair,0
815720015,3.0,1,other,1,Trel67,0
815720016,0.0,3,white,2,tonyy_davis,0
815720017,,2,white,2,DenuuSanchezzzz,1
815720018,0.0,2,0,1,mukesmadness,0
815720019,2.0,3,white,3,DolphinMick,0
815720020,0.0,1,blue,0,AdamHtheBlade27,0
815720022,1.0,0,other,1,lilstu76,1
815720023,0.0,2,0,3,katheyy_,1
815720024,3.0,1,other,2,ValPopescu,0
815720026,3.0,2,white,2,Criss16_,1
815720027,0.0,0,other,2,RobbyPaseky,0
815720028,2.0,1,other,3,NotI_SaidTheCat,1
815720029,2.0,2,other,2,ckeogh1971,0
815720030,2.0,0,blue,1,intunes1,0
815720031,1.0,2,blue,1,sgraver13,1
815720032,,3,blue,1,17LUCASx,0
815720033,3.0,0,blue,1,PoliticalTom,0
815720035,0.0,2,white,0,beccagraceface,1
815720036,0.0,3,0,1,cassaaandraa_,1
815720037,3.0,0,other,3,DavidThinkr,0
815720038,2.0,3,other,2,just_playsoccer,1
815720039,2.0,1,white,1,KirstynBerkey90,1
815720042,,1,0,0,CoolJazFae,1
815720043,3.0,0,white,0,LisaMcCall,1
815720044,3.0,1,white,3,Khetha,0
815720048,2.0,1,blue,3,vladest_,0
815720049,2.0,3,blue,2,Raza_Lala_Khan,0
815720050,3.0,0,0,0,jaredkimball,0
815720051,,0,blue,0,GioffryStyle,0
815720055,3.0,1,other,3,CoolWhipIV,0
815720056,0.0,1,0,1,chipndale_,0
815720057,2.0,0,blue,0,commendchat,0
815720058,0.0,2,0,1,JayFromAvo,0
815720059,0.0,1,white,1,DD621,0
815720060,2.0,3,blue,3,srzjwalters,1
815720061,2.0,2,blue,0,j_alex_9,0
815720062,2.0,3,0,3,ghostlygarcia,1
815720063,0.0,0,blue,3,Keepontruckin71,0
815720064,,2,blue,0,DavidDavidjh14,0
815720065,0.0,3,0,2,EmilyBaptista96,1
815720066,0.0,2,other,3,chefyazzy,1
815720071,,0,blue,0,IncitatusSwift,0
815720073,1.0,1,0,0,mattfink8,0
815720074,0.0,1,white,3,SLukitomo,1
815720076,2.0,2,white,2,KarinaSanz07,1
815720077,2.0,1,blue,3,KeneAmazu,0
815720079,0.0,2,blue,1,heather_wicker,1
815720080,0.0,0,white,0,DanSimsonAT,0
815720081,,2,blue,1,watermeIonqueen,1
815720082,,0,blue,1,JohnJohndel2,0
815720085,1.0,2,other,2,EricBooth,0
815720090,,1,other,0,eriiikkact,1
815720091,1.0,1,blue,1,campertodd,0
815720092,0.0,3,other,3,PreachySnow,1
815720093,,3,white,3,NouisBums,1
815720094,2.0,1,blue,3,Smilodon48,1
815720095,1.0,1,blue,0,tzvikapo,0
815720096,2.0,3,blue,3,DianneDyconte,1
815720097,,3,blue,1,James004James,0
815720098,0.0,3,other,3,Puk3stigate,0
815720099,0.0,0,white,0,l0venadaya,1
815720100,3.0,3,other,3,mikster,1
815720101,2.0,2,blue,2,cliffordsIwt,1
815720102,2.0,0,blue,0,Raya__Lovers,1
815720103,,3,blue,1,9020Salman,0
815720105,1.0,1,white,2,TreaTrizzy_,1
815720106,3.0,3,other,3,hangingsliders,1
815720108,0.0,2,white,1,lizzyschultz98,1
815720109,0.0,2,blue,1,Shamalamal,0
815720110,2.0,3,white,1,dimplesdiaries,1
815720111,0.0,1,blue,0,omgitscharms,0
815720112,2.0,1,other,1,4totera,0
815720113,2.0,3,0,3,Phil_Cosby_,0
815720116,3.0,3,white,3,AliasCane,0
815720118,1.0,2,other,3,davelackie,0
